name,sec,min,free_sec
20-38СП,191,3.18333,1606997575
11СП,77,1.28333,1606997580
14-34СП,130,2.16667,1606997879
ЧГП,763,12.7167,1606998411
4СП,788,13.1333,1606998436
6-12СП,801,13.35,1606998449
1АП,887,14.7833,1606998535
3СП,921,15.35,1606998568
5-7СП,925,15.4167,1606998573
29СП,956,15.9333,1606998604
13-15СП,970,16.1667,1606998623
9СП,975,16.25,1606998628
1СП,979,16.3167,1606998632
16-18СП,1103,18.3833,1606998744
8СП,1106,18.4333,1606998747
2АП,1112,18.5333,1606998753
ЧДП,1112,18.5333,1606998753
2СП,1116,18.6,1606998757
2АП,10,0.166667,1606998781
ЧДП,10,0.166667,1606998781
2АП,373,6.21667,1606999270
ЧДП,373,6.21667,1606999270
2СП,373,6.21667,1606999270
8СП,373,6.21667,1606999270
16-18СП,373,6.21667,1606999270
ЧГП,589,9.81667,1606999384
4СП,617,10.2833,1606999411
6-12СП,633,10.55,1606999428
2АП,240,4.0,1606999542
ЧДП,240,4.0,1606999542
2СП,240,4.0,1606999542
8СП,240,4.0,1606999542
16-18СП,240,4.0,1606999542
29СП,757,12.6167,1606999552
20-38СП,385,6.41667,1606999553
13-15СП,782,13.0333,1606999577
9СП,790,13.1667,1606999585
1СП,794,13.2333,1606999589
1АП,245,4.08333,1606999642
3СП,350,5.83333,1606999747
5-7СП,357,5.95,1606999754
2АП,229,3.81667,1606999791
ЧДП,229,3.81667,1606999791
16-18СП,281,4.68333,1606999843
8СП,283,4.71667,1606999845
2СП,296,4.93333,1606999858
2АП,9,0.15,1606999886
ЧДП,9,0.15,1606999886
11СП,334,5.56667,1607000114
5-7СП,372,6.2,1607000152
3СП,394,6.56667,1607000174
1СП,419,6.98333,1607000199
1СП,150,2.5,1607000403
9СП,172,2.86667,1607000425
13-15СП,202,3.36667,1607000455
17СП,217,3.61667,1607000470
19-25СП,217,3.61667,1607000477
21-27СП,260,4.33333,1607000520
1АП,356,5.93333,1607000579
3СП,482,8.03333,1607000704
5-7СП,488,8.13333,1607000711
2АП,476,7.93333,1607000750
ЧДП,476,7.93333,1607000750
16-18СП,523,8.71667,1607000797
8СП,526,8.76667,1607000800
2СП,538,8.96667,1607000812
2АП,10,0.166667,1607000839
ЧДП,10,0.166667,1607000839
20-38СП,901,15.0167,1607001169
10-32СП,1003,16.7167,1607001271
30-36СП,1020,17.0,1607001288
28СП,1045,17.4167,1607001313
ЧГП,269,4.48333,1607001815
4СП,340,5.66667,1607001886
6-12СП,352,5.86667,1607001898
29СП,394,6.56667,1607001940
13-15СП,416,6.93333,1607001962
9СП,423,7.05,1607001969
1СП,427,7.11667,1607001973
1АП,532,8.86667,1607002546
3СП,582,9.7,1607002595
5-7СП,591,9.85,1607002605
16-18СП,331,5.51667,1607002703
8СП,335,5.58333,1607002707
2АП,348,5.8,1607002720
ЧДП,348,5.8,1607002720
2СП,354,5.9,1607002726
2АП,9,0.15,1607002759
ЧДП,9,0.15,1607002759
ЧГП,524,8.73333,1607002949
4СП,604,10.0667,1607003029
6-12СП,618,10.3,1607003043
29СП,668,11.1333,1607003093
13-15СП,696,11.6,1607003122
9СП,704,11.7333,1607003130
1СП,709,11.8167,1607003135
16-18СП,227,3.78333,1607004178
8СП,233,3.88333,1607004184
2АП,245,4.08333,1607004196
ЧДП,245,4.08333,1607004196
2СП,254,4.23333,1607004205
2АП,9,0.15,1607004237
ЧДП,9,0.15,1607004237
ЧГП,476,7.93333,1607004770
4СП,541,9.01667,1607004835
6-12СП,568,9.46667,1607004862
16-18СП,591,9.85,1607004885
28СП,1030,17.1667,1607005242
30-36СП,1047,17.45,1607005259
10-32СП,1083,18.05,1607005296
20-38СП,396,6.6,1607005321
ЧГП,415,6.91667,1607005370
4СП,504,8.4,1607005458
6-12СП,517,8.61667,1607005472
29СП,573,9.55,1607005520
13-15СП,601,10.0167,1607005548
9СП,609,10.15,1607005556
1СП,614,10.2333,1607005561
21-27СП,233,3.88333,1607006004
19-25СП,239,3.98333,1607006010
17СП,255,4.25,1607006026
13-15СП,273,4.55,1607006064
9СП,306,5.1,1607006097
1СП,327,5.45,1607006118
1СП,168,2.8,1607006314
3СП,177,2.95,1607006323
5-7СП,206,3.43333,1607006345
11СП,230,3.83333,1607006369
1АП,533,8.88333,1607006921
3СП,589,9.81667,1607006976
5-7СП,593,9.88333,1607006981
2АП,671,11.1833,1607007052
ЧДП,671,11.1833,1607007052
16-18СП,674,11.2333,1607007055
8СП,677,11.2833,1607007058
2СП,688,11.4667,1607007069
2АП,10,0.166667,1607007095
ЧДП,10,0.166667,1607007095
1АП,148,2.46667,1607007364
3СП,150,2.5,1607007364
5-7СП,148,2.46667,1607007364
11СП,155,2.58333,1607007535
5-7СП,169,2.81667,1607007549
3СП,175,2.91667,1607007555
1СП,183,3.05,1607007563
1АП,105,1.75,1607007680
1СП,58,0.966667,1607007695
3СП,138,2.3,1607007712
5-7СП,141,2.35,1607007716
9СП,82,1.36667,1607007719
13-15СП,111,1.85,1607007748
17СП,127,2.11667,1607007764
19-25СП,127,2.11667,1607007771
21-27СП,167,2.78333,1607007811
16-18СП,684,11.4,1607007900
8СП,686,11.4333,1607007902
2АП,689,11.4833,1607007905
ЧДП,689,11.4833,1607007905
2СП,694,11.5667,1607007910
2АП,10,0.166667,1607007932
ЧДП,10,0.166667,1607007932
20-38СП,310,5.16667,1607007961
10-32СП,335,5.58333,1607007986
30-36СП,351,5.85,1607008002
28СП,371,6.18333,1607008022
1АП,473,7.88333,1607008376
3СП,548,9.13333,1607008450
5-7СП,555,9.25,1607008458
2АП,464,7.73333,1607008561
ЧДП,464,7.73333,1607008561
16-18СП,465,7.75,1607008562
8СП,469,7.81667,1607008566
ЧГП,774,12.9,1607008580
2СП,484,8.06667,1607008581
4СП,798,13.3,1607008604
2АП,10,0.166667,1607008612
ЧДП,10,0.166667,1607008612
6-12СП,813,13.55,1607008619
29СП,951,15.85,1607008757
13-15СП,967,16.1167,1607008779
9СП,973,16.2167,1607008785
1СП,977,16.2833,1607008789
1АП,533,8.88333,1607009244
3СП,631,10.5167,1607009342
5-7СП,646,10.7667,1607009357
ЧГП,410,6.83333,1607010569
4СП,489,8.15,1607010648
6-12СП,502,8.36667,1607010661
29СП,549,9.15,1607010708
13-15СП,574,9.56667,1607010733
9СП,583,9.71667,1607010742
1СП,588,9.8,1607010747
28СП,2807,46.7833,1607011391
16-18СП,148,2.46667,1607011398
8СП,151,2.51667,1607011401
2АП,155,2.58333,1607011405
ЧДП,155,2.58333,1607011405
30-36СП,2823,47.05,1607011407
2СП,165,2.75,1607011415
10-32СП,2853,47.55,1607011438
2АП,9,0.15,1607011442
ЧДП,9,0.15,1607011442
20-38СП,348,5.8,1607011457
21-27СП,481,8.01667,1607011597
19-25СП,486,8.1,1607011602
1АП,486,8.1,1607011614
17СП,499,8.31667,1607011615
13-15СП,518,8.63333,1607011646
9СП,535,8.91667,1607011663
5-7СП,544,9.06667,1607011672
1АП,17,0.283333,1607011858
3СП,730,12.1667,1607011858
5-7СП,182,3.03333,1607011884
11СП,215,3.58333,1607011917
ЧГП,398,6.63333,1607011924
4СП,422,7.03333,1607011948
6-12СП,442,7.36667,1607011968
29СП,594,9.9,1607012125
13-15СП,452,7.53333,1607012147
9СП,458,7.63333,1607012153
1СП,462,7.7,1607012157
1АП,209,3.48333,1607012596
3СП,261,4.35,1607012648
5-7СП,267,4.45,1607012654
16-18СП,359,5.98333,1607012741
8СП,362,6.03333,1607012744
2АП,367,6.11667,1607012749
ЧДП,367,6.11667,1607012749
2СП,374,6.23333,1607012756
2АП,9,0.15,1607012783
ЧДП,9,0.15,1607012783
ЧГП,319,5.31667,1607012914
4СП,393,6.55,1607012988
6-12СП,404,6.73333,1607012999
29СП,447,7.45,1607013042
13-15СП,470,7.83333,1607013065
9СП,477,7.95,1607013072
1СП,482,8.03333,1607013077
1АП,400,6.66667,1607013238
3СП,437,7.28333,1607013274
5-7СП,441,7.35,1607013279
11СП,64,1.06667,1607013367
5-7СП,89,1.48333,1607013392
16-18СП,316,5.26667,1607013450
1АП,149,2.48333,1607013452
3СП,149,2.48333,1607013452
8СП,318,5.3,1607013452
2АП,323,5.38333,1607013457
ЧДП,323,5.38333,1607013457
2СП,328,5.46667,1607013462
5-7СП,50,0.833333,1607013465
2АП,9,0.15,1607013483
ЧДП,9,0.15,1607013483
9СП,69,1.15,1607013484
13-15СП,111,1.85,1607013519
17СП,126,2.1,1607013534
19-25СП,119,1.98333,1607013541
21-27СП,160,2.66667,1607013582
1АП,196,3.26667,1607013703
НМП,22597,376.617,1607013705
3СП,246,4.1,1607013753
5-7СП,255,4.25,1607013762
16-18СП,307,5.11667,1607013855
8СП,310,5.16667,1607013858
2АП,321,5.35,1607013869
ЧДП,321,5.35,1607013869
2СП,322,5.36667,1607013870
2АП,10,0.166667,1607013898
ЧДП,10,0.166667,1607013898
17СП,243,4.05,1607013949
19-25СП,243,4.05,1607013949
21-27СП,243,4.05,1607013949
35-37СП,243,4.05,1607013949
39-41СП,243,4.05,1607013949
20-38СП,203,3.38333,1607014113
28СП,274,4.56667,1607014184
30-36СП,274,4.56667,1607014184
10-32СП,275,4.58333,1607014185
ЧГП,651,10.85,1607014205
14-34СП,195,3.25,1607014219
20-38СП,71,1.18333,1607014223
4СП,677,11.2833,1607014231
6-12СП,691,11.5167,1607014245
1АП,353,5.88333,1607014271
29СП,837,13.95,1607014391
13-15СП,850,14.1667,1607014410
9СП,856,14.2667,1607014416
1СП,859,14.3167,1607014419
3СП,532,8.86667,1607014449
5-7СП,541,9.01667,1607014459
2АП,422,7.03333,1607014517
ЧДП,422,7.03333,1607014517
16-18СП,491,8.18333,1607014586
8СП,495,8.25,1607014590
2СП,512,8.53333,1607014607
2АП,10,0.166667,1607014643
ЧДП,10,0.166667,1607014643
1АП,619,10.3167,1607015422
3СП,725,12.0833,1607015527
5-7СП,730,12.1667,1607015533
2АП,766,12.7667,1607015569
ЧДП,766,12.7667,1607015569
16-18СП,812,13.5333,1607015615
8СП,815,13.5833,1607015618
2СП,827,13.7833,1607015630
ЧГП,832,13.8667,1607015641
2АП,10,0.166667,1607015658
ЧДП,10,0.166667,1607015658
4СП,854,14.2333,1607015663
6-12СП,867,14.45,1607015676
29СП,1080,18.0,1607015889
13-15СП,1098,18.3,1607015907
9СП,1104,18.4,1607015913
1СП,1107,18.45,1607015916
1АП,308,5.13333,1607016667
3СП,352,5.86667,1607016710
5-7СП,358,5.96667,1607016717
16-18СП,548,9.13333,1607016907
8СП,551,9.18333,1607016910
2АП,556,9.26667,1607016915
ЧДП,556,9.26667,1607016915
2СП,561,9.35,1607016920
2АП,10,0.166667,1607016944
ЧДП,10,0.166667,1607016944
20-38СП,441,7.35,1607017297
НМП,3387,56.45,1607017335
НкАП,29143,485.717,1607017335
НкБП,29143,485.717,1607017335
2АП,465,7.75,1607017488
ЧДП,465,7.75,1607017488
16-18СП,537,8.95,1607017560
8СП,542,9.03333,1607017565
2СП,560,9.33333,1607017583
ЧГП,275,4.58333,1607017597
2АП,9,0.15,1607017617
ЧДП,9,0.15,1607017617
4СП,307,5.11667,1607017629
6-12СП,326,5.43333,1607017648
29СП,474,7.9,1607017809
21-27СП,497,8.28333,1607017832
19-25СП,501,8.35,1607017836
17СП,517,8.61667,1607017852
35-37СП,545,9.08333,1607017880
39-41СП,555,9.25,1607017890
35-37СП,69,1.15,1607018465
39-41СП,69,1.15,1607018465
19-25СП,24,0.4,1607018594
1АП,723,12.05,1607018683
14-34СП,29,0.483333,1607018863
3СП,1066,17.7667,1607019025
20-38СП,125,2.08333,1607019088
28СП,125,2.08333,1607019088
30-36СП,125,2.08333,1607019088
10-32СП,125,2.08333,1607019088
5-7СП,1131,18.85,1607019091
11СП,1202,20.0333,1607019162
35-37СП,68,1.13333,1607019278
1АП,104,1.73333,1607019286
ЧГП,1343,22.3833,1607019320
4СП,1344,22.4,1607019320
6-12СП,1344,22.4,1607019320
29СП,1369,22.8167,1607019352
3СП,237,3.95,1607019418
5-7СП,244,4.06667,1607019426
35-37СП,68,1.13333,1607019437
2АП,276,4.6,1607019464
ЧДП,276,4.6,1607019464
1СП,1513,25.2167,1607019490
9СП,1513,25.2167,1607019490
13-15СП,1513,25.2167,1607019490
16-18СП,330,5.5,1607019518
8СП,333,5.55,1607019521
2СП,346,5.76667,1607019534
2АП,9,0.15,1607019562
ЧДП,9,0.15,1607019562
1АП,321,5.35,1607019866
НкАП,1900,31.6667,1607020049
НкБП,2039,33.9833,1607020049
НМП,2184,36.4,1607020054
39-41СП,394,6.56667,1607020443
3СП,900,15.0,1607020445
35-37СП,402,6.7,1607020451
17СП,424,7.06667,1607020479
19-25СП,429,7.15,1607020484
21-27СП,454,7.56667,1607020509
29СП,459,7.65,1607020514
5-7СП,982,16.3667,1607020527
6-12СП,493,8.21667,1607020700
2АП,494,8.23333,1607020701
ЧДП,494,8.23333,1607020701
4СП,497,8.28333,1607020704
2СП,502,8.36667,1607020709
2АП,10,0.166667,1607020746
ЧДП,10,0.166667,1607020746
ЧГП,263,4.38333,1607020986
4СП,358,5.96667,1607021081
6-12СП,373,6.21667,1607021096
29СП,418,6.96667,1607021147
13-15СП,434,7.23333,1607021176
9СП,442,7.36667,1607021184
1СП,448,7.46667,1607021190
2АП,519,8.65,1607021580
ЧДП,519,8.65,1607021580
16-18СП,638,10.6333,1607021699
8СП,643,10.7167,1607021704
2СП,661,11.0167,1607021722
2АП,9,0.15,1607021759
ЧДП,9,0.15,1607021759
1АП,191,3.18333,1607021896
3СП,311,5.18333,1607022016
5-7СП,327,5.45,1607022032
16-18СП,299,4.98333,1607022209
8СП,302,5.03333,1607022212
2АП,311,5.18333,1607022221
ЧДП,311,5.18333,1607022221
2СП,317,5.28333,1607022227
2АП,10,0.166667,1607022259
ЧДП,10,0.166667,1607022259
1АП,225,3.75,1607022443
3СП,489,8.15,1607022706
5-7СП,523,8.71667,1607022741
2АП,329,5.48333,1607023131
ЧДП,329,5.48333,1607023131
16-18СП,423,7.05,1607023225
8СП,428,7.13333,1607023230
ЧГП,1495,24.9167,1607023240
2СП,447,7.45,1607023249
4СП,1523,25.3833,1607023268
6-12СП,1538,25.6333,1607023283
2АП,10,0.166667,1607023287
ЧДП,10,0.166667,1607023287
29СП,1692,28.2,1607023442
13-15СП,416,6.93333,1607023464
9СП,422,7.03333,1607023470
1СП,426,7.1,1607023474
1АП,307,5.11667,1607023558
3СП,430,7.16667,1607023681
5-7СП,438,7.3,1607023689
2АП,246,4.1,1607023745
ЧДП,246,4.1,1607023745
16-18СП,290,4.83333,1607023789
8СП,293,4.88333,1607023792
НМП,3340,55.6667,1607023804
2СП,307,5.11667,1607023806
20-38СП,97,1.61667,1607023808
2АП,10,0.166667,1607023836
ЧДП,10,0.166667,1607023836
28СП,170,2.83333,1607023881
30-36СП,170,2.83333,1607023881
10-32СП,170,2.83333,1607023881
20-38СП,69,1.15,1607023898
ЧГП,423,7.05,1607023902
4СП,451,7.51667,1607023930
6-12СП,465,7.75,1607023944
14-34СП,390,6.5,1607023962
29СП,510,8.5,1607023995
13-15СП,326,5.43333,1607024023
21-27СП,225,3.75,1607024029
9СП,335,5.58333,1607024032
19-25СП,232,3.86667,1607024036
1СП,340,5.66667,1607024037
17СП,256,4.26667,1607024060
1АП,275,4.58333,1607024066
35-37СП,299,4.98333,1607024103
39-41СП,316,5.26667,1607024120
3СП,485,8.08333,1607024275
5-7СП,500,8.33333,1607024291
2АП,348,5.8,1607024367
ЧДП,348,5.8,1607024367
16-18СП,421,7.01667,1607024440
8СП,425,7.08333,1607024444
2СП,441,7.35,1607024460
2АП,10,0.166667,1607024492
ЧДП,10,0.166667,1607024492
1АП,240,4.0,1607024695
3СП,273,4.55,1607024727
5-7СП,276,4.6,1607024731
16-18СП,259,4.31667,1607024894
8СП,261,4.35,1607024896
2АП,266,4.43333,1607024901
ЧДП,266,4.43333,1607024901
2СП,270,4.5,1607024905
НМП,838,13.9667,1607024925
2АП,9,0.15,1607024927
ЧДП,9,0.15,1607024927
39-41СП,173,2.88333,1607025304
35-37СП,191,3.18333,1607025322
17СП,457,7.61667,1607025382
19-25СП,251,4.18333,1607025389
21-27СП,303,5.05,1607025440
1АП,675,11.25,1607025580
3СП,1220,20.3333,1607026125
21-27СП,735,12.25,1607026228
1СП,326,5.43333,1607026408
9СП,326,5.43333,1607026408
13-15СП,326,5.43333,1607026408
ЧГП,750,12.5,1607026693
4СП,827,13.7833,1607026770
6-12СП,839,13.9833,1607026782
29СП,878,14.6333,1607026826
13-15СП,373,6.21667,1607026851
9СП,381,6.35,1607026859
1СП,386,6.43333,1607026864
5-7СП,2078,34.6333,1607026983
21-27СП,762,12.7,1607027016
ЧГП,171,2.85,1607027036
4СП,201,3.35,1607027066
6-12СП,222,3.7,1607027087
29СП,301,5.01667,1607027172
13-15СП,188,3.13333,1607027198
9СП,196,3.26667,1607027206
1СП,201,3.35,1607027211
2АП,469,7.81667,1607027345
ЧДП,469,7.81667,1607027345
16-18СП,591,9.85,1607027467
8СП,596,9.93333,1607027472
2СП,614,10.2333,1607027490
2АП,10,0.166667,1607027528
ЧДП,10,0.166667,1607027528
1АП,186,3.1,1607027655
3СП,308,5.13333,1607027777
5-7СП,320,5.33333,1607027789
2АП,195,3.25,1607027866
ЧДП,195,3.25,1607027866
ЧГП,387,6.45,1607027884
16-18СП,273,4.55,1607027944
4СП,453,7.55,1607027949
8СП,279,4.65,1607027950
6-12СП,463,7.71667,1607027959
2СП,302,5.03333,1607027973
29СП,497,8.28333,1607027999
13-15СП,513,8.55,1607028020
2АП,9,0.15,1607028021
ЧДП,9,0.15,1607028021
9СП,520,8.66667,1607028027
1СП,524,8.73333,1607028031
20-38СП,64,1.06667,1607028047
10-32СП,79,1.31667,1607028063
6-12СП,92,1.53333,1607028076
ЧГП,170,2.83333,1607028154
4СП,170,2.83333,1607028154
6-12СП,76,1.26667,1607028188
14-34СП,484,8.06667,1607028191
29СП,195,3.25,1607028282
21-27СП,232,3.86667,1607028319
21-27СП,153,2.55,1607028488
1АП,589,9.81667,1607028584
3СП,1096,18.2667,1607029091
5-7СП,1125,18.75,1607029120
ЧГП,980,16.3333,1607029271
4СП,1007,16.7833,1607029298
6-12СП,1016,16.9333,1607029307
29СП,1001,16.6833,1607029342
13-15СП,1019,16.9833,1607029360
9СП,1025,17.0833,1607029366
1СП,1028,17.1333,1607029369
20-38СП,401,6.68333,1607029472
2АП,248,4.13333,1607029717
ЧДП,248,4.13333,1607029717
16-18СП,331,5.51667,1607029800
8СП,336,5.6,1607029805
2СП,354,5.9,1607029823
2АП,9,0.15,1607029859
ЧДП,9,0.15,1607029859
1АП,182,3.03333,1607029984
3СП,255,4.25,1607030056
5-7СП,269,4.48333,1607030071
10-32СП,1026,17.1,1607030097
30-36СП,1108,18.4667,1607030179
28СП,1139,18.9833,1607030210
28СП,420,7.0,1607032027
30-36СП,447,7.45,1607032054
10-32СП,485,8.08333,1607032093
20-38СП,514,8.56667,1607032115
21-27СП,893,14.8833,1607032501
13-15СП,71,1.18333,1607032872
1СП,161,2.68333,1607032962
9СП,161,2.68333,1607032962
16-18СП,246,4.1,1607032969
8СП,248,4.13333,1607032971
2АП,259,4.31667,1607032982
ЧДП,259,4.31667,1607032982
2СП,261,4.35,1607032984
13-15СП,74,1.23333,1607033000
2АП,9,0.15,1607033011
ЧДП,9,0.15,1607033011
17СП,89,1.48333,1607033015
19-25СП,192,3.2,1607033023
21-27СП,243,4.05,1607033073
21-27СП,134,2.23333,1607033230
21-27СП,191,3.18333,1607033784
НМП,8455,140.917,1607033809
21-27СП,149,2.48333,1607033958
19-25СП,165,2.75,1607033974
1АП,1019,16.9833,1607033994
17СП,313,5.21667,1607034122
35-37СП,380,6.33333,1607034189
39-41СП,403,6.71667,1607034212
3СП,1529,25.4833,1607034503
5-7СП,1547,25.7833,1607034522
2АП,363,6.05,1607034603
ЧДП,363,6.05,1607034603
16-18СП,424,7.06667,1607034664
8СП,428,7.13333,1607034668
2СП,442,7.36667,1607034682
2АП,10,0.166667,1607034714
ЧДП,10,0.166667,1607034714
НМП,555,9.25,1607034723
39-41СП,114,1.9,1607034962
35-37СП,129,2.15,1607034977
17СП,311,5.18333,1607035035
19-25СП,220,3.66667,1607035057
ЧГП,4988,83.1333,1607035316
4СП,5016,83.6,1607035344
6-12СП,5027,83.7833,1607035355
29СП,5061,84.35,1607035395
13-15СП,1795,29.9167,1607035417
9СП,1802,30.0333,1607035424
1СП,1806,30.1,1607035428
19-25СП,59,0.983333,1607035564
1АП,535,8.91667,1607035566
17СП,73,1.21667,1607035578
13-15СП,107,1.78333,1607035605
9СП,130,2.16667,1607035628
1СП,148,2.46667,1607035646
3СП,642,10.7,1607035672
5-7СП,648,10.8,1607035679
2АП,675,11.25,1607035712
ЧДП,675,11.25,1607035712
1СП,43,0.716667,1607035753
16-18СП,720,12.0,1607035757
8СП,723,12.05,1607035760
3СП,52,0.866667,1607035762
2СП,735,12.25,1607035772
5-7СП,80,1.33333,1607035784
2АП,10,0.166667,1607035799
ЧДП,10,0.166667,1607035799
11СП,105,1.75,1607035809
ЧГП,523,8.71667,1607035976
1АП,179,2.98333,1607036016
3СП,227,3.78333,1607036064
5-7СП,234,3.9,1607036071
4СП,623,10.3833,1607036076
6-12СП,639,10.65,1607036092
29СП,690,11.5,1607036148
16-18СП,199,3.31667,1607036163
8СП,202,3.36667,1607036166
13-15СП,389,6.48333,1607036177
2АП,214,3.56667,1607036178
ЧДП,214,3.56667,1607036178
2СП,217,3.61667,1607036181
9СП,399,6.65,1607036187
1СП,404,6.73333,1607036192
2АП,9,0.15,1607036212
ЧДП,9,0.15,1607036212
11СП,296,4.93333,1607037778
5-7СП,332,5.53333,1607037814
3СП,349,5.81667,1607037831
1СП,371,6.18333,1607037853
1АП,109,1.81667,1607037980
1СП,205,3.41667,1607038070
9СП,230,3.83333,1607038095
13-15СП,830,13.8333,1607038116
21-27СП,926,15.4333,1607038220
3СП,601,10.0167,1607038471
5-7СП,650,10.8333,1607038521
14-34СП,865,14.4167,1607038817
20-38СП,1599,26.65,1607038899
10-32СП,1666,27.7667,1607038966
30-36СП,1704,28.4,1607039004
2АП,279,4.65,1607039021
ЧДП,279,4.65,1607039021
16-18СП,361,6.01667,1607039103
8СП,366,6.1,1607039108
2СП,385,6.41667,1607039127
2АП,10,0.166667,1607039165
ЧДП,10,0.166667,1607039165
28СП,2373,39.55,1607039673
28СП,167,2.78333,1607040380
30-36СП,180,3.0,1607040393
10-32СП,203,3.38333,1607040416
20-38СП,247,4.11667,1607040429
21-27СП,345,5.75,1607040551
13-15СП,376,6.26667,1607040589
9СП,393,6.55,1607040606
5-7СП,405,6.75,1607040618
1АП,470,7.83333,1607040683
3СП,470,7.83333,1607040683
5-7СП,63,1.05,1607040707
11СП,81,1.35,1607040725
ЧГП,1521,25.35,1607041747
4СП,1612,26.8667,1607041837
6-12СП,1626,27.1,1607041852
29СП,1667,27.7833,1607041902
13-15СП,1224,20.4,1607041930
9СП,1233,20.55,1607041939
1АП,463,7.71667,1607041940
1СП,1238,20.6333,1607041944
3СП,565,9.41667,1607042042
5-7СП,572,9.53333,1607042049
2АП,606,10.1,1607042090
ЧДП,606,10.1,1607042090
16-18СП,650,10.8333,1607042134
8СП,653,10.8833,1607042137
2СП,664,11.0667,1607042148
2АП,9,0.15,1607042175
ЧДП,9,0.15,1607042175
ЧГП,343,5.71667,1607042249
4СП,392,6.53333,1607042297
6-12СП,427,7.11667,1607042333
11СП,289,4.81667,1607042362
5-7СП,315,5.25,1607042388
3СП,327,5.45,1607042400
1СП,341,5.68333,1607042414
1АП,145,2.41667,1607042579
1СП,166,2.76667,1607042595
9СП,189,3.15,1607042618
3СП,198,3.3,1607042632
13-15СП,655,10.9167,1607042639
5-7СП,206,3.43333,1607042640
21-27СП,757,12.6167,1607042734
16-18СП,300,5.0,1607042740
8СП,303,5.05,1607042743
2АП,314,5.23333,1607042754
ЧДП,314,5.23333,1607042754
2СП,315,5.25,1607042755
2АП,10,0.166667,1607042782
ЧДП,10,0.166667,1607042782
29СП,214,3.56667,1607042882
13-15СП,242,4.03333,1607042916
9СП,252,4.2,1607042926
1СП,258,4.3,1607042932
14-34СП,782,13.0333,1607043261
11СП,285,4.75,1607043361
5-7СП,297,4.95,1607043373
3СП,303,5.05,1607043379
1СП,309,5.15,1607043385
20-38СП,1452,24.2,1607043835
10-32СП,1504,25.0667,1607043887
30-36СП,1528,25.4667,1607043911
28СП,1557,25.95,1607043940
1АП,429,7.15,1607044181
3СП,533,8.88333,1607044285
5-7СП,541,9.01667,1607044293
2АП,580,9.66667,1607044338
ЧДП,580,9.66667,1607044338
16-18СП,630,10.5,1607044388
8СП,633,10.55,1607044391
2СП,646,10.7667,1607044404
2АП,10,0.166667,1607044434
ЧДП,10,0.166667,1607044434
ЧГП,771,12.85,1607044497
4СП,873,14.55,1607044599
6-12СП,889,14.8167,1607044615
29СП,935,15.5833,1607044667
1АП,292,4.86667,1607044685
13-15СП,958,15.9667,1607044695
9СП,966,16.1,1607044703
1СП,971,16.1833,1607044708
3СП,403,6.71667,1607044795
5-7СП,410,6.83333,1607044803
2АП,291,4.85,1607044848
ЧДП,291,4.85,1607044848
16-18СП,340,5.66667,1607044897
8СП,343,5.71667,1607044900
2СП,357,5.95,1607044914
2АП,10,0.166667,1607044945
ЧДП,10,0.166667,1607044945
28СП,1169,19.4833,1607045598
30-36СП,1181,19.6833,1607045610
10-32СП,1208,20.1333,1607045637
20-38СП,162,2.7,1607045652
ЧГП,1299,21.65,1607046003
4СП,1368,22.8,1607046072
6-12СП,1381,23.0167,1607046085
29СП,1418,23.6333,1607046128
13-15СП,1263,21.05,1607046152
9СП,1271,21.1833,1607046160
1СП,1275,21.25,1607046164
1АП,812,13.5333,1607046563
3СП,918,15.3,1607046668
5-7СП,924,15.4,1607046675
2АП,957,15.95,1607046713
ЧДП,957,15.95,1607046713
ЧГП,585,9.75,1607046752
16-18СП,1011,16.85,1607046767
8СП,1014,16.9,1607046770
2СП,1026,17.1,1607046782
2АП,10,0.166667,1607046811
ЧДП,10,0.166667,1607046811
4СП,693,11.55,1607046860
6-12СП,708,11.8,1607046875
29СП,762,12.7,1607046934
13-15СП,648,10.8,1607046966
9СП,659,10.9833,1607046977
1СП,664,11.0667,1607046982
ЧГП,165,2.75,1607047063
4СП,205,3.41667,1607047103
6-12СП,222,3.7,1607047120
16-18СП,234,3.9,1607047132
ЧГП,238,3.96667,1607047418
4СП,261,4.35,1607047441
6-12СП,272,4.53333,1607047452
29СП,310,5.16667,1607047495
13-15СП,331,5.51667,1607047516
9СП,339,5.65,1607047524
1СП,343,5.71667,1607047528
ЧГП,457,7.61667,1607048025
4СП,545,9.08333,1607048113
6-12СП,560,9.33333,1607048128
29СП,606,10.1,1607048180
13-15СП,550,9.16667,1607048209
9СП,560,9.33333,1607048219
1СП,566,9.43333,1607048225
20-38СП,207,3.45,1607048747
10-32СП,233,3.88333,1607048774
30-36СП,246,4.1,1607048786
28СП,263,4.38333,1607048803
1АП,1429,23.8167,1607050043
3СП,1539,25.65,1607050152
5-7СП,1544,25.7333,1607050158
2АП,1557,25.95,1607050188
ЧДП,1557,25.95,1607050188
16-18СП,1606,26.7667,1607050237
8СП,1608,26.8,1607050239
2СП,1619,26.9833,1607050250
2АП,10,0.166667,1607050278
ЧДП,10,0.166667,1607050278
1АП,304,5.06667,1607050654
3СП,422,7.03333,1607050771
5-7СП,428,7.13333,1607050778
2АП,445,7.41667,1607050818
ЧДП,445,7.41667,1607050818
16-18СП,495,8.25,1607050868
8СП,498,8.3,1607050871
2СП,510,8.5,1607050883
2АП,10,0.166667,1607050911
