name,move_sec,length,speed_kmh,move_to_ts_name,self_ts_name,self_busy_sec
НАП(на_2П),35,376.0,38.6743,1-9СП(к),НАП(к),1601637175
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601638155
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601638688
НАП(на_4П_6П),117,376.0,11.5692,1-9СП(к),НАП(к),1601639317
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601641787
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601645363
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601651065
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1601652090
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1601654218
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1601654969
НАП(на_3П),39,376.0,34.7077,1-9СП(к),НАП(к),1601655857
НАП(на_2П),37,376.0,36.5838,1-9СП(к),НАП(к),1601657515
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601659780
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601661103
НАП(на_1П),40,376.0,33.84,1-9СП(к),НАП(к),1601661404
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601663243
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601665312
НАП(на_4П_6П),57,376.0,23.7474,1-9СП(к),НАП(к),1601669486
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601672086
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1601676704
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601677274
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1601685885
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601688745
НАП(на_1П),41,376.0,33.0146,1-9СП(к),НАП(к),1601689423
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601689689
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601692849
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601695227
НАП(на_1П),45,376.0,30.08,1-9СП(к),НАП(к),1601697862
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601698385
НАП(на_2П),17,376.0,79.6235,1-9СП(к),НАП(к),1601699741
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601700372
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601704056
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601710973
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601712220
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601720229
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601721497
НАП(на_2П),36,376.0,37.6,1-9СП(к),НАП(к),1601725017
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601728768
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1601731116
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601731884
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1601735300
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601736075
НАП(на_1П),81,376.0,16.7111,1-9СП(к),НАП(к),1601739833
НАП(на_2П),43,376.0,31.4791,1-9СП(к),НАП(к),1601742169
НАП(на_2П),53,376.0,25.5396,1-9СП(к),НАП(к),1601743908
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1601747159
НАП(на_1П),39,376.0,34.7077,1-9СП(к),НАП(к),1601747873
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601750219
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601750712
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601751820
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1601752396
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601754365
НАП(на_3П),43,376.0,31.4791,1-9СП(к),НАП(к),1601756727
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601761042
НАП(на_3П),29,376.0,46.6759,1-9СП(к),НАП(к),1601764564
НАП(на_3П),34,376.0,39.8118,1-9СП(к),НАП(к),1601765000
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601769843
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1601771973
НАП(на_2П),18,376.0,75.2,1-9СП(к),НАП(к),1601776226
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601778374
НАП(на_3П),32,376.0,42.3,1-9СП(к),НАП(к),1601780811
НАП(на_1П),37,376.0,36.5838,1-9СП(к),НАП(к),1601784259
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1601785027
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601785651
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1601787834
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601790186
НАП(на_2П),39,376.0,34.7077,1-9СП(к),НАП(к),1601795472
НАП(на_3П),29,376.0,46.6759,1-9СП(к),НАП(к),1601799053
НАП(на_2П),39,376.0,34.7077,1-9СП(к),НАП(к),1601812311
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1601812814
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601817142
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601817931
НАП(на_3П),43,376.0,31.4791,1-9СП(к),НАП(к),1601820068
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601822416
НАП(на_1П),58,376.0,23.3379,1-9СП(к),НАП(к),1601827829
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1601828944
НАП(на_1П),48,376.0,28.2,1-9СП(к),НАП(к),1601829606
НАП(на_2П),39,376.0,34.7077,1-9СП(к),НАП(к),1601830587
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1601832622
НАП(на_1П),33,376.0,41.0182,1-9СП(к),НАП(к),1601834247
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1601837670
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1601841904
